timestamp,Button Name
2035-03-12 20:10:12.383778+00:00,Baseline Start (Start of Experiment)
2035-03-12 20:10:23.626755+00:00,Sitting
2035-03-12 20:10:33.310992+00:00,Comment: drinking
2035-03-12 20:13:27.973866+00:00,Sitting
2035-03-12 20:14:56.401677+00:00,Comment: drinking
2035-03-12 20:17:07.213207+00:00,Comment: playing with pen
2035-03-12 20:20:12.580159+00:00,Baseline Stop
2035-03-12 20:20:43.085159+00:00,Self-Report: Start
2035-03-12 20:20:55.118190+00:00,Sitting
2035-03-12 20:21:05.148657+00:00,Self-Report: Stop
2035-03-12 20:21:06.822921+00:00,Public Speaking: Introduction
2035-03-12 20:23:13.196364+00:00,Public Speaking: Preparation Start
2035-03-12 20:24:52.527705+00:00,Sitting
2035-03-12 20:28:29.101610+00:00,Public Speaking: Preparation Stop
2035-03-12 20:28:32.240521+00:00,Standing
2035-03-12 20:28:33.591646+00:00,Walking
2035-03-12 20:28:59.464205+00:00,Standing
2035-03-12 20:29:46.609351+00:00,Public Speaking Start
2035-03-12 20:34:48.052583+00:00,Public Speaking Stop
2035-03-12 20:34:56.999554+00:00,Walking
2035-03-12 20:35:09.606695+00:00,Sitting
2035-03-12 20:35:48.767304+00:00,Self-Report: Stop
2035-03-12 20:36:18.848898+00:00,Rest: Start
2035-03-12 20:36:30.976813+00:00,Comment: drinking
2035-03-12 20:41:25.143163+00:00,Rest: Stop
2035-03-12 20:41:44.598590+00:00,Standing
2035-03-12 20:42:50.031950+00:00,Walking
2035-03-12 20:43:01.953186+00:00,Standing
2035-03-12 20:43:15.843897+00:00,Cognitive: Introduction
2035-03-12 20:43:36.593751+00:00,Cognitive: Start
2035-03-12 20:46:45.521194+00:00,Cognitive: Mistake
2035-03-12 20:47:29.124037+00:00,Cognitive: Mistake
2035-03-12 20:47:46.242212+00:00,Cognitive: Mistake
2035-03-12 20:48:36.635939+00:00,Cognitive: Stop
2035-03-12 20:48:42.251412+00:00,Walking
2035-03-12 20:48:51.394868+00:00,Walking
2035-03-12 20:48:53.396413+00:00,Walking
2035-03-12 20:48:59.731611+00:00,Sitting
2035-03-12 20:49:02.493792+00:00,Comment: drinking
2035-03-12 20:49:11.607028+00:00,Self-Report: Start
2035-03-12 20:49:34.157479+00:00,Self-Report: Stop
2035-03-12 20:50:02.488240+00:00,Rest: Start
2035-03-12 20:50:05.523175+00:00,Sitting
2035-03-12 20:50:38.254911+00:00,Comment: drinking
2035-03-12 20:55:04.731206+00:00,Rest: Stop
2035-03-12 20:55:14.589296+00:00,Physical: Introduction
2035-03-12 20:55:23.096075+00:00,Standing
2035-03-12 20:58:03.437166+00:00,Physical: Start
2035-03-12 20:58:07.939536+00:00,Physical: Warmup
2035-03-12 21:00:17.973529+00:00,Physical: Intensity increase
2035-03-12 21:02:21.286488+00:00,Physical: Intensity increase
2035-03-12 21:04:21.657877+00:00,Physical: Intensity increase
2035-03-12 21:06:28.425523+00:00,Physical: Stop
2035-03-12 21:06:39.547360+00:00,Standing
2035-03-12 21:06:50.693336+00:00,Comment: drinking
2035-03-12 21:07:15.819140+00:00,Self-Report: Start
2035-03-12 21:07:24.278215+00:00,Sitting
2035-03-12 21:07:29.868815+00:00,Self-Report: Stop
2035-03-12 21:07:56.397775+00:00,Rest: Start
2035-03-12 21:13:00.302724+00:00,Rest: Stop
2035-03-12 21:13:08.460700+00:00,Debriefing/Recovery Start
2035-03-12 21:16:38.255763+00:00,Debriefing/Recovery Stop (End of Experiment)
